,id,date,bedrooms,bathrooms,sqft_living,floors,waterfront,zipcode,yr_built,condition,grade,price,median price,status,lat,long,season,sell price,profit
27,524059322,2015-02-26,3,2.5,2100,2.0,no,98004,2008,regular,average design,999999.0,1150000.0,buy,47.5983,-122.2,autumn,1299998.7,299999.69999999995
28,5450900010,2014-08-21,4,2.25,4070,2.0,no,98040,1968,good,average design,993500.0,993750.0,buy,47.5563,-122.219,summer,1291550.0,298050.0
29,824059083,2014-09-02,4,2.0,2850,2.0,no,98004,1954,good,average design,993000.0,1150000.0,buy,47.5892,-122.203,autumn,1290900.0,297900.0
30,524059323,2015-02-19,3,2.5,2100,2.0,no,98004,2008,regular,average design,990400.0,1150000.0,buy,47.5983,-122.2,autumn,1287520.0,297120.0
31,3394100020,2014-11-20,4,2.5,3140,2.0,no,98004,1988,regular,average design,990000.0,1150000.0,buy,47.5817,-122.192,autumn,1287000.0,297000.0
32,3024059044,2014-09-09,3,1.75,1810,1.0,no,98040,1983,good,average design,990000.0,993750.0,buy,47.5314,-122.222,autumn,1287000.0,297000.0
33,5460900120,2014-12-08,5,2.25,3320,1.0,no,98040,1963,good,average design,989900.0,993750.0,buy,47.5749,-122.213,autumn,1286870.0,296970.0
34,3625700080,2015-01-08,4,2.25,3270,1.0,no,98040,1974,good,average design,987500.0,993750.0,buy,47.5295,-122.229,autumn,1283750.0,296250.0
35,824059277,2014-12-15,3,3.5,2600,2.0,no,98004,1969,good,average design,985000.0,1150000.0,buy,47.582,-122.194,autumn,1280500.0,295500.0
36,6672900220,2015-01-12,4,2.25,2390,1.0,no,98040,1962,good,average design,984000.0,993750.0,buy,47.5528,-122.221,autumn,1279200.0,295200.0
37,2025059131,2014-09-04,4,4.25,3250,2.0,no,98004,1944,regular,average design,980000.0,1150000.0,buy,47.6322,-122.203,autumn,1274000.0,294000.0
38,6664000030,2014-10-09,4,2.25,2240,2.0,no,98004,1976,regular,average design,980000.0,1150000.0,buy,47.5894,-122.195,autumn,1274000.0,294000.0
39,5451220150,2014-11-12,4,2.25,3010,2.0,no,98040,1973,good,average design,980000.0,993750.0,buy,47.5336,-122.223,autumn,1274000.0,294000.0
40,1872900076,2014-06-20,3,1.5,1700,1.0,no,98004,1954,good,average design,979000.0,1150000.0,buy,47.6166,-122.22,summer,1272700.0,293700.0
41,3394100030,2014-09-09,4,2.5,2720,2.0,no,98004,1989,regular,average design,975000.0,1150000.0,buy,47.5815,-122.192,autumn,1267500.0,292500.0
42,5459500145,2014-06-13,5,2.75,3100,1.0,no,98040,1973,good,average design,975000.0,993750.0,buy,47.5734,-122.213,summer,1267500.0,292500.0
43,524059052,2014-12-09,4,2.25,2420,2.0,no,98004,1925,good,average design,975000.0,1150000.0,buy,47.5907,-122.196,autumn,1267500.0,292500.0
44,191100410,2014-06-20,3,2.75,2470,2.0,no,98040,1960,regular,average design,970500.0,993750.0,buy,47.5651,-122.223,summer,1261650.0,291150.0
45,5454200080,2014-08-11,4,1.75,2630,1.0,no,98040,1963,good,average design,968000.0,993750.0,buy,47.5459,-122.228,summer,1258400.0,290400.0
46,3472800068,2014-07-17,5,2.5,2900,1.0,no,98004,1959,regular,average design,968000.0,1150000.0,buy,47.6255,-122.208,summer,1258400.0,290400.0
47,3629200020,2015-02-02,4,2.5,3180,2.0,no,98040,1986,good,average design,960000.0,993750.0,buy,47.5328,-122.226,autumn,1248000.0,288000.0
48,1224049095,2015-02-04,6,3.25,4440,1.0,no,98040,1959,good,average design,959000.0,993750.0,buy,47.5791,-122.23,autumn,1246700.0,287700.0
49,3860400100,2014-11-21,4,2.75,2500,1.0,no,98004,1969,good,average design,950000.0,1150000.0,buy,47.5901,-122.198,autumn,1235000.0,285000.0
50,2524049056,2014-07-14,3,3.25,3330,2.5,no,98040,1988,regular,average design,950000.0,993750.0,buy,47.5395,-122.242,summer,1235000.0,285000.0
51,8651200040,2014-08-14,4,2.5,2790,2.0,no,98040,1964,good,average design,950000.0,993750.0,buy,47.5477,-122.215,summer,1235000.0,285000.0
52,8725950170,2015-01-23,2,2.25,2200,2.0,no,98004,2007,regular,average design,950000.0,1150000.0,buy,47.6213,-122.2,autumn,1235000.0,285000.0
53,3861400030,2014-11-24,4,1.75,2210,1.0,no,98004,1952,good,average design,950000.0,1150000.0,buy,47.5927,-122.203,autumn,1235000.0,285000.0
54,824059293,2014-10-28,3,2.25,2370,2.0,no,98004,1980,good,average design,943500.0,1150000.0,buy,47.5827,-122.197,autumn,1226550.0,283050.0
55,5315100806,2014-09-15,4,3.0,2720,1.0,no,98040,1957,good,average design,940000.0,993750.0,buy,47.5833,-122.242,autumn,1222000.0,282000.0
56,191100045,2014-07-03,4,2.0,2490,2.0,no,98040,1968,good,average design,940000.0,993750.0,buy,47.5639,-122.217,summer,1222000.0,282000.0
57,3262300940,2015-02-10,3,1.0,1220,1.0,no,98039,1955,good,average design,940000.0,1905000.0,buy,47.6328,-122.236,autumn,1222000.0,282000.0
58,4395600060,2014-06-30,2,2.5,1780,2.0,no,98004,1974,good,average design,935000.0,1150000.0,buy,47.6132,-122.21,summer,1215500.0,280500.0
59,1224049080,2014-06-20,4,2.0,3140,1.0,no,98040,1959,good,average design,925000.0,993750.0,buy,47.5786,-122.229,summer,1202500.0,277500.0
60,644200090,2014-07-15,3,2.25,2380,1.0,no,98004,1963,good,average design,921000.0,1150000.0,buy,47.5873,-122.193,summer,1197300.0,276300.0
61,5078400210,2014-06-16,4,1.5,2220,1.0,no,98004,1954,good,average design,921000.0,1150000.0,buy,47.6233,-122.206,summer,1197300.0,276300.0
62,629000410,2015-02-17,3,2.75,2800,1.0,no,98004,1957,good,average design,915000.0,1150000.0,buy,47.5862,-122.202,autumn,1189500.0,274500.0
63,5078400090,2014-12-09,5,2.75,2580,1.0,no,98004,1954,good,average design,915000.0,1150000.0,buy,47.6226,-122.205,autumn,1189500.0,274500.0
64,5078400190,2014-10-16,3,1.0,1560,1.0,no,98004,1952,regular,average design,915000.0,1150000.0,buy,47.623,-122.205,autumn,1189500.0,274500.0
65,8712100575,2014-08-28,5,2.5,2750,1.5,no,98112,1910,good,average design,915000.0,917500.0,buy,47.6364,-122.3,summer,1189500.0,274500.0
66,8725950220,2015-02-26,3,2.5,2030,3.0,no,98004,2007,regular,average design,910000.0,1150000.0,buy,47.6213,-122.2,autumn,1183000.0,273000.0
67,5453700020,2014-08-25,3,2.25,2180,1.0,no,98040,1966,good,average design,910000.0,993750.0,buy,47.5358,-122.235,summer,1183000.0,273000.0
68,1483300570,2014-09-08,4,2.5,3300,1.0,no,98040,1946,regular,average design,905000.0,993750.0,buy,47.5873,-122.249,autumn,1176500.0,271500.0
69,1923000160,2014-06-20,4,3.5,2970,2.0,no,98040,1997,regular,average design,905000.0,993750.0,buy,47.5627,-122.215,summer,1176500.0,271500.0
70,4389200610,2014-12-01,2,1.5,1140,1.0,no,98004,1947,good,average design,903000.0,1150000.0,buy,47.6142,-122.209,autumn,1173900.0,270900.0
71,2344300122,2014-08-08,3,3.25,2620,1.0,no,98004,1980,good,average design,900000.0,1150000.0,buy,47.5836,-122.2,summer,1170000.0,270000.0
72,5332200375,2014-12-03,3,2.5,2320,2.0,no,98112,1907,regular,average design,900000.0,917500.0,buy,47.6278,-122.292,autumn,1170000.0,270000.0
73,5450300020,2014-06-18,6,3.0,3020,2.0,no,98040,1952,regular,average design,900000.0,993750.0,buy,47.5722,-122.226,summer,1170000.0,270000.0
74,9808700370,2014-06-23,3,1.0,1480,2.0,no,98004,1949,good,average design,899000.0,1150000.0,buy,47.6497,-122.217,summer,1168700.0,269700.0
75,2387000110,2014-11-10,2,1.75,1490,1.0,no,98004,1963,good,average design,898000.0,1150000.0,buy,47.6246,-122.199,autumn,1167400.0,269400.0
76,321100260,2014-06-30,5,2.75,2520,1.0,no,98040,1960,good,average design,896000.0,993750.0,buy,47.528,-122.224,summer,1164800.0,268800.0
77,4147200140,2014-08-21,4,3.0,3500,2.0,no,98040,1977,regular,average design,895000.0,993750.0,buy,47.5468,-122.231,summer,1163500.0,268500.0
78,8712100530,2014-08-13,4,2.0,1710,1.5,no,98112,1926,good,average design,895000.0,917500.0,buy,47.6373,-122.3,summer,1163500.0,268500.0
79,686800070,2014-06-10,5,2.5,2550,1.0,no,98004,1953,good,average design,895000.0,1150000.0,buy,47.6336,-122.192,summer,1163500.0,268500.0
80,2125049139,2014-08-06,3,2.5,2500,2.0,no,98112,1993,good,average design,895000.0,917500.0,buy,47.6393,-122.311,summer,1163500.0,268500.0
81,5452800800,2014-06-13,4,2.25,2770,2.0,no,98040,1974,regular,average design,890000.0,993750.0,buy,47.543,-122.231,summer,1157000.0,267000.0
82,708000030,2014-09-02,3,1.5,1250,1.0,no,98004,1953,good,average design,888000.0,1150000.0,buy,47.6245,-122.198,autumn,1154400.0,266400.0
83,6788201781,2014-06-05,4,2.0,2660,1.5,no,98112,1923,good,average design,886000.0,917500.0,buy,47.6398,-122.306,summer,1151800.0,265800.0
84,2581300055,2014-11-21,3,3.25,2640,1.0,no,98040,1976,good,average design,885000.0,993750.0,buy,47.5374,-122.213,autumn,1150500.0,265500.0
85,8732300430,2014-06-20,3,2.25,2060,1.0,no,98040,1975,good,average design,885000.0,993750.0,buy,47.5402,-122.231,summer,1150500.0,265500.0
86,5451100490,2015-01-15,7,4.75,5370,1.5,no,98040,1967,regular,average design,884900.0,993750.0,buy,47.538,-122.223,autumn,1150370.0,265470.0
87,3592500565,2014-10-29,2,1.0,1530,1.5,no,98112,1923,good,average design,880000.0,917500.0,buy,47.6325,-122.303,autumn,1144000.0,264000.0
88,1824059070,2014-10-24,4,2.5,2340,1.0,no,98040,1953,regular,average design,880000.0,993750.0,buy,47.5715,-122.225,autumn,1144000.0,264000.0
89,8086000201,2014-12-04,3,2.5,1820,1.0,no,98004,1953,good,average design,875000.0,1150000.0,buy,47.6287,-122.207,autumn,1137500.0,262500.0
90,1336800160,2014-06-05,5,2.5,2920,2.0,no,98112,1906,regular,average design,875000.0,917500.0,buy,47.6265,-122.312,summer,1137500.0,262500.0
91,5453700060,2015-02-24,4,1.75,2180,1.0,no,98040,1966,good,average design,875000.0,993750.0,buy,47.5359,-122.233,autumn,1137500.0,262500.0
92,8861000060,2014-12-31,3,1.0,1160,1.0,no,98004,1953,regular,average design,875000.0,1150000.0,buy,47.6391,-122.205,autumn,1137500.0,262500.0
93,644000185,2014-07-07,3,1.5,1820,1.0,no,98004,1952,good,average design,875000.0,1150000.0,buy,47.5886,-122.195,summer,1137500.0,262500.0
94,191100810,2014-08-11,5,2.25,2910,2.0,no,98040,1968,good,average design,870000.0,993750.0,buy,47.5633,-122.218,summer,1131000.0,261000.0
95,1924059248,2014-06-02,4,3.0,4500,2.0,no,98040,1980,regular,average design,870000.0,993750.0,buy,47.5581,-122.213,summer,1131000.0,261000.0
96,2287000330,2014-09-15,5,2.5,2490,1.0,no,98040,1959,good,average design,868500.0,993750.0,buy,47.551,-122.22,autumn,1129050.0,260550.0
97,3262301610,2014-11-18,3,1.5,1530,1.0,no,98039,1955,good,average design,865000.0,1905000.0,buy,47.6354,-122.234,autumn,1124500.0,259500.0
98,8861000095,2014-09-30,3,1.5,1790,1.0,no,98004,1953,regular,average design,865000.0,1150000.0,buy,47.6387,-122.207,autumn,1124500.0,259500.0
99,5452800645,2014-09-22,4,2.5,2260,1.0,no,98040,1974,good,average design,865000.0,993750.0,buy,47.5436,-122.233,autumn,1124500.0,259500.0
100,4122700040,2014-10-10,3,1.75,2600,1.0,no,98004,1967,good,average design,860000.0,1150000.0,buy,47.64,-122.204,autumn,1118000.0,258000.0
101,1344300090,2015-02-17,3,1.5,1480,1.5,no,98112,1928,regular,average design,856000.0,917500.0,buy,47.623,-122.304,autumn,1112800.0,256800.0
102,2757000030,2014-09-22,4,2.75,2270,2.0,no,98040,1965,regular,average design,855000.0,993750.0,buy,47.5603,-122.222,autumn,1111500.0,256500.0
103,5451200520,2014-06-12,4,2.25,2130,2.0,no,98040,1972,good,average design,850000.0,993750.0,buy,47.5358,-122.225,summer,1105000.0,255000.0
104,2194100050,2014-09-29,4,2.5,3180,2.0,no,98040,1977,regular,average design,850000.0,993750.0,buy,47.567,-122.212,autumn,1105000.0,255000.0
105,5021900945,2014-07-03,3,2.0,2470,2.0,no,98040,1961,regular,average design,850000.0,993750.0,buy,47.5753,-122.222,summer,1105000.0,255000.0
106,4122700020,2014-07-10,5,2.0,2310,1.5,no,98004,1966,good,average design,850000.0,1150000.0,buy,47.6395,-122.203,summer,1105000.0,255000.0
107,5318100935,2014-10-20,3,2.0,1540,2.0,no,98112,1900,regular,average design,850000.0,917500.0,buy,47.6343,-122.283,autumn,1105000.0,255000.0
108,4385700765,2014-06-03,3,1.75,1370,1.0,no,98112,1911,good,average design,850000.0,917500.0,buy,47.6374,-122.279,summer,1105000.0,255000.0
109,3250500140,2014-10-08,3,1.75,1400,1.0,no,98004,1951,regular,average design,850000.0,1150000.0,buy,47.6272,-122.209,autumn,1105000.0,255000.0
110,1651500060,2014-09-29,5,2.0,1720,1.0,no,98004,1951,good,average design,845000.0,1150000.0,buy,47.6368,-122.218,autumn,1098500.0,253500.0
111,540100056,2014-06-01,4,2.0,2630,2.0,no,98004,1953,good,average design,843500.0,1150000.0,buy,47.639,-122.219,summer,1096550.0,253050.0
112,1338300010,2014-10-13,3,2.25,2560,1.5,no,98112,1910,regular,average design,842500.0,917500.0,buy,47.6321,-122.306,autumn,1095250.0,252750.0
113,4457300630,2014-07-16,4,1.75,2170,1.0,no,98040,1960,regular,average design,842000.0,993750.0,buy,47.5685,-122.217,summer,1094600.0,252600.0
114,8712100605,2014-10-28,4,2.25,2100,1.5,no,98112,1929,regular,average design,840000.0,917500.0,buy,47.6359,-122.3,autumn,1092000.0,252000.0
115,8566100160,2014-10-22,5,1.75,2500,1.0,no,98040,1966,good,average design,840000.0,993750.0,buy,47.5361,-122.217,autumn,1092000.0,252000.0
116,3456000310,2014-08-04,4,1.75,2480,1.0,no,98040,1966,good,average design,840000.0,993750.0,buy,47.5378,-122.219,summer,1092000.0,252000.0
117,191100870,2014-08-05,4,2.5,2620,2.5,no,98040,1974,good,average design,838400.0,993750.0,buy,47.5631,-122.219,summer,1089920.0,251520.0
118,5015000596,2014-12-01,3,2.25,2550,2.0,no,98112,1983,regular,average design,834000.0,917500.0,buy,47.6272,-122.297,autumn,1084200.0,250200.0
119,5021900050,2014-08-18,3,2.0,1870,1.0,no,98040,1951,good,average design,832500.0,993750.0,buy,47.5777,-122.224,summer,1082250.0,249750.0
120,191101015,2014-12-11,3,1.5,1840,1.0,no,98040,1959,good,average design,830000.0,993750.0,buy,47.5607,-122.217,autumn,1079000.0,249000.0
121,8146200150,2014-11-10,4,2.25,2180,1.0,no,98004,1963,regular,average design,830000.0,1150000.0,buy,47.6042,-122.193,autumn,1079000.0,249000.0
122,685000265,2015-01-02,3,1.75,1930,1.0,no,98004,1953,good,average design,825000.0,1150000.0,buy,47.6313,-122.204,autumn,1072500.0,247500.0
123,5451200530,2014-07-05,4,2.25,2110,2.0,no,98040,1972,good,average design,825000.0,993750.0,buy,47.536,-122.225,summer,1072500.0,247500.0
124,1954700615,2014-10-22,4,1.5,2040,2.0,no,98112,1903,regular,average design,825000.0,917500.0,buy,47.6188,-122.285,autumn,1072500.0,247500.0
125,2581900284,2014-07-07,3,2.75,2760,1.0,no,98040,1967,good,average design,821000.0,993750.0,buy,47.5402,-122.215,summer,1067300.0,246300.0
126,3204300860,2014-07-23,2,2.5,2210,2.0,no,98112,1931,good,average design,820000.0,917500.0,buy,47.6305,-122.3,summer,1066000.0,246000.0
127,8562400025,2014-09-16,3,1.5,1180,1.0,no,98004,1952,regular,average design,816000.0,1150000.0,buy,47.624,-122.2,autumn,1060800.0,244800.0
128,6669200370,2014-06-26,3,2.0,2270,1.0,no,98040,1968,good,average design,815000.0,993750.0,buy,47.5434,-122.229,summer,1059500.0,244500.0
129,6043400006,2014-07-29,4,1.5,2060,1.0,no,98004,1949,good,average design,815000.0,1150000.0,buy,47.5983,-122.202,summer,1059500.0,244500.0
130,727500030,2014-07-15,3,1.5,1370,1.0,no,98004,1955,regular,average design,815000.0,1150000.0,buy,47.6217,-122.198,summer,1059500.0,244500.0
131,2287000030,2014-10-14,3,1.75,1870,1.0,no,98040,1960,good,average design,811000.0,993750.0,buy,47.5505,-122.221,autumn,1054300.0,243300.0
132,2025059134,2015-01-13,3,2.0,1760,1.0,no,98004,1953,regular,average design,810000.0,1150000.0,buy,47.6363,-122.202,autumn,1053000.0,243000.0
133,4389201064,2014-07-03,3,1.5,1520,1.0,no,98004,1954,good,average design,810000.0,1150000.0,buy,47.6158,-122.213,summer,1053000.0,243000.0
134,1339300025,2014-06-02,4,1.5,1840,2.0,no,98112,1917,good,average design,809000.0,917500.0,buy,47.6312,-122.307,summer,1051700.0,242700.0
135,8805900570,2014-09-11,4,2.25,2190,2.0,no,98112,1928,good,average design,808000.0,917500.0,buy,47.6419,-122.306,autumn,1050400.0,242400.0
136,1266200015,2015-01-27,3,1.0,1440,1.0,no,98004,1952,good,average design,805500.0,1150000.0,buy,47.6245,-122.193,autumn,1047150.0,241650.0
137,3456000160,2014-06-23,3,2.25,2380,1.0,no,98040,1972,good,average design,800000.0,993750.0,buy,47.5371,-122.218,summer,1040000.0,240000.0
138,824059211,2014-11-17,4,1.75,2150,1.0,no,98004,1955,good,average design,800000.0,1150000.0,buy,47.5828,-122.197,autumn,1040000.0,240000.0
139,862000020,2015-02-06,6,1.0,1430,2.0,no,98004,1954,regular,average design,800000.0,1150000.0,buy,47.6255,-122.209,autumn,1040000.0,240000.0
140,3025059136,2014-08-13,2,1.0,1050,1.0,no,98004,1951,good,average design,800000.0,1150000.0,buy,47.6294,-122.215,summer,1040000.0,240000.0
141,6402300070,2014-12-08,4,2.5,2390,1.0,no,98040,1975,regular,average design,800000.0,993750.0,buy,47.5801,-122.229,autumn,1040000.0,240000.0
142,5453700140,2014-12-08,3,1.75,1890,1.0,no,98040,1969,good,average design,800000.0,993750.0,buy,47.535,-122.234,autumn,1040000.0,240000.0
143,4385700185,2014-08-12,3,2.25,1860,3.0,no,98112,2014,regular,average design,799950.0,917500.0,buy,47.6368,-122.279,summer,1039935.0,239985.0
144,1338800491,2014-10-21,4,2.5,2760,2.0,no,98112,1993,regular,average design,799500.0,917500.0,buy,47.627,-122.303,autumn,1039350.0,239850.0
145,8651600160,2014-11-11,4,2.25,2510,2.0,no,98040,1969,good,average design,799000.0,993750.0,buy,47.5483,-122.226,autumn,1038700.0,239700.0
146,2287000060,2014-09-12,3,2.5,2140,1.0,no,98040,1959,good,average design,799000.0,993750.0,buy,47.5505,-122.219,autumn,1038700.0,239700.0
147,2757000040,2014-06-05,4,2.25,2070,1.0,no,98040,1967,good,average design,795000.0,993750.0,buy,47.5606,-122.222,summer,1033500.0,238500.0
148,4351300978,2014-08-26,4,2.25,2580,2.0,no,98040,1977,good,average design,787888.0,993750.0,buy,47.5566,-122.219,summer,1024254.4,236366.40000000002
149,5425700150,2014-08-04,4,1.75,1580,1.0,no,98039,1963,regular,average design,787500.0,1905000.0,buy,47.6353,-122.232,summer,1023750.0,236250.0
150,3204300625,2014-09-03,4,3.0,2530,1.5,no,98112,1925,regular,average design,785950.0,917500.0,buy,47.6287,-122.3,autumn,1021735.0,235785.0
151,8712100720,2014-08-15,3,2.0,2090,1.5,no,98112,1920,good,average design,785000.0,917500.0,buy,47.6378,-122.301,summer,1020500.0,235500.0
152,666000143,2014-12-29,3,3.0,1950,3.0,no,98004,2009,regular,average design,785000.0,1150000.0,buy,47.6078,-122.202,autumn,1020500.0,235500.0
153,5459000240,2014-06-04,3,1.75,1670,1.0,no,98040,1961,good,average design,785000.0,993750.0,buy,47.5754,-122.233,summer,1020500.0,235500.0
154,9533100080,2014-08-20,3,1.5,1290,1.0,no,98004,1952,good,average design,781000.0,1150000.0,buy,47.6296,-122.205,summer,1015300.0,234300.0
155,4232400010,2014-08-04,5,1.0,1760,2.0,no,98112,1902,regular,average design,780500.0,917500.0,buy,47.6246,-122.312,summer,1014650.0,234150.0
156,5016002180,2014-07-08,2,2.5,2560,2.0,no,98112,1901,good,average design,780000.0,917500.0,buy,47.6233,-122.3,summer,1014000.0,234000.0
157,8722101360,2014-12-02,3,1.0,1660,1.5,no,98112,1911,regular,average design,780000.0,917500.0,buy,47.6362,-122.302,autumn,1014000.0,234000.0
158,644210020,2015-01-05,4,2.5,3020,1.0,no,98004,1976,good,average design,780000.0,1150000.0,buy,47.5882,-122.192,autumn,1014000.0,234000.0
159,8563500020,2014-07-25,3,2.25,2130,1.0,no,98040,1977,good,average design,780000.0,993750.0,buy,47.5423,-122.215,summer,1014000.0,234000.0
160,5452800735,2014-07-22,4,2.5,2270,1.0,no,98040,1975,good,average design,780000.0,993750.0,buy,47.5416,-122.232,summer,1014000.0,234000.0
161,5315101716,2015-02-25,3,1.75,1690,1.0,no,98040,1978,good,average design,780000.0,993750.0,buy,47.5897,-122.233,autumn,1014000.0,234000.0
162,1925059049,2014-07-21,3,1.0,1175,1.0,no,98004,1949,good,average design,775000.0,1150000.0,buy,47.6388,-122.218,summer,1007500.0,232500.0
163,524059093,2014-08-25,3,1.75,1640,1.5,no,98004,1946,good,average design,775000.0,1150000.0,buy,47.5975,-122.196,summer,1007500.0,232500.0
164,8146300025,2014-08-13,4,2.5,2500,1.0,no,98004,1958,good,average design,772000.0,1150000.0,buy,47.6073,-122.192,summer,1003600.0,231600.0
165,5492200090,2014-10-07,4,2.75,2390,1.0,no,98004,1979,regular,average design,770126.0,1150000.0,buy,47.6035,-122.206,autumn,1001163.8,231037.80000000005
166,685000160,2015-02-12,4,1.75,2520,1.0,no,98004,1953,good,average design,770000.0,1150000.0,buy,47.6317,-122.205,autumn,1001000.0,231000.0
167,3667500015,2014-09-25,4,3.5,3680,2.5,no,98112,1930,regular,average design,770000.0,917500.0,buy,47.6192,-122.307,autumn,1001000.0,231000.0
168,7598100735,2014-08-29,4,2.75,3630,1.0,no,98040,1968,good,average design,769000.0,993750.0,buy,47.566,-122.225,summer,999700.0,230700.0
169,8146100580,2014-10-20,3,1.0,1220,1.0,no,98004,1954,good,average design,765000.0,1150000.0,buy,47.6094,-122.194,autumn,994500.0,229500.0
170,4385701440,2014-09-26,2,1.75,1660,1.0,no,98112,1940,regular,average design,765000.0,917500.0,buy,47.6394,-122.28,autumn,994500.0,229500.0
171,7365600070,2014-06-24,4,2.75,2610,1.0,no,98040,1978,good,average design,762500.0,993750.0,buy,47.5875,-122.229,summer,991250.0,228750.0
172,1924059278,2014-06-11,3,1.75,2430,1.0,no,98040,1949,regular,average design,762400.0,993750.0,buy,47.5588,-122.211,summer,991120.0,228720.0
173,4400200057,2015-02-21,3,3.5,2050,2.0,no,98112,2006,regular,average design,761000.0,917500.0,buy,47.6235,-122.306,autumn,989300.0,228300.0
174,5315100476,2014-10-10,5,2.75,2540,1.0,no,98040,1953,good,average design,760250.0,993750.0,buy,47.5875,-122.24,autumn,988325.0,228075.0
175,9542850580,2014-10-10,4,2.25,3040,1.0,no,98005,1978,good,average design,760000.0,765475.0,buy,47.5923,-122.169,autumn,988000.0,228000.0
176,6344000060,2014-10-15,4,1.75,2770,1.0,no,98004,1953,good,average design,760000.0,1150000.0,buy,47.6255,-122.199,autumn,988000.0,228000.0
